Adress,City,Street name,Postal code,Latitude,Longitude,Rooms,Property type,Elevator,Balcony/Terrace,Energy label,Price,Province,Days on Market,Link,Off. vurdering,Home size,Monthly expense,Ground size
Solbjergvej 40,Høng,Solbjergvej 40,4270,55.480198,11.348022,2 værelser,Villa,,,C,1245000,Vest- og Sydsjælland,Til salg i alt:14dage,https://www.boligsiden.dk/addresses/0a3f50ad-8c86-32b8-e044-0003ba298018,707.000,100,1.277,489
Thoruplund 21,Silkeborg,Thoruplund 21,8600,56.1838,9.691727,4 værelser,Villa,,,A2015,3295000,Østjylland,37 dage,https://www.boligsiden.dk/addresses/5bb2dc62-b207-4f24-a556-7a14d1ad9114,,140,2.437,543
Engblommevej 21,Jyllinge,Engblommevej 21,4040,55.775993,12.095421,5 værelser,Villa,,,B,4245000,Østsjælland,52 dage,https://www.boligsiden.dk/addresses/0a3f50ab-325f-32b8-e044-0003ba298018,3.862.000,137,3.34,791
Ryetsvej 23,Frederikshavn,Ryetsvej 23,9900,57.421894,10.483728,3 værelser,Villa,,,C,1995000,Nordjylland,428 dage,https://www.boligsiden.dk/addresses/0a3f50c7-83ab-32b8-e044-0003ba298018,1.834.000,161,2.288,1605
Labingvej 7,Harlev J,Labingvej 7,8462,56.17058,10.012955,9 værelser,Villa,,,D,5995000,Østjylland,62 dage,https://www.boligsiden.dk/addresses/0a3f50c3-7913-32b8-e044-0003ba298018,3.690.000,250,3.816,12589
Gråstenvænget 13,Skælskør,Gråstenvænget 13,4230,55.251297,11.310035,5 værelser,Villa,,,A2020,3845000,Vest- og Sydsjælland,249 dage,https://www.boligsiden.dk/addresses/69234143-c91f-4122-9849-e0b678a3eb44,2.601.000,174,2.471,813
Sortbærvej 30,Silkeborg,Sortbærvej 30,8600,56.13712,9.610062,7 værelser,Villa,,,C,5195000,Østjylland,9 dage,https://www.boligsiden.dk/addresses/0a3f50c2-0ac9-32b8-e044-0003ba298018,3.589.000,198,3.608,958
Stagebjergparken 85,Almind,Stagebjergparken 85,6051,55.560623,9.48187,6 værelser,Villa,,,C,3195000,Sydjylland,20 dage,https://www.boligsiden.dk/addresses/0a3f50bc-45b5-32b8-e044-0003ba298018,2.887.000,184,2.539,825
Vilh Carlsens Vej 16,Hjørring,Vilh Carlsens Vej 16,9800,57.454018,10.005953,3 værelser,Villa,,,F,995000,Nordjylland,Til salg i alt:64dage,https://www.boligsiden.dk/addresses/0a3f50c8-4f2f-32b8-e044-0003ba298018,1.076.000,67,1.733,742
Mørdrupvej 120,Espergærde,Mørdrupvej 120,3060,56.001137,12.533892,10 værelser,Villa,,,C,12500000,Nordsjælland,7 dage,https://www.boligsiden.dk/addresses/0a3f50a9-62dd-32b8-e044-0003ba298018,8.856.000,470,7.8,1780
Koksfourt 8,Stouby,Koksfourt 8,7140,55.730743,9.844047,5 værelser,Villa,,,G,1198000,Østjylland,7 dage,https://www.boligsiden.dk/addresses/0a3f50bb-c397-32b8-e044-0003ba298018,973.000,112,1.665,1943
Elmevej 25,Hobro,Elmevej 25,9500,56.64728,9.797365,5 værelser,Villa,,,D,1445000,Nordjylland,55 dage,https://www.boligsiden.dk/addresses/0a3f50c8-5970-32b8-e044-0003ba298018,1.395.000,155,1.693,791
Rosenvej 8,Hadsund,Rosenvej 8,9560,56.757248,10.287047,5 værelser,Villa,,,F,698000,Nordjylland,17 dage,https://www.boligsiden.dk/addresses/0a3f50c7-ad67-32b8-e044-0003ba298018,722.000,120,1.29,788
Lindehøjvej 31C,Birkerød,Lindehøjvej 31C,3460,55.851788,12.42271,6 værelser,Villa,,,C,7995000,Nordsjælland,72 dage,https://www.boligsiden.dk/addresses/0a3f50a7-f198-32b8-e044-0003ba298018,10.715.000,183,7.635,843
Sommerbuen 79,Ballerup,Sommerbuen 79,2750,55.71742,12.35345,5 værelser,Villa,,,B,4745000,Københavns omegn,7 dage,https://www.boligsiden.dk/addresses/0a3f50a3-17b3-32b8-e044-0003ba298018,4.442.000,147,4.156,749
Harring Bro Vej 21,Snedsted,Harring Bro Vej 21,7752,56.862614,8.533249,3 værelser,Villa,,,E,225000,Nordjylland,16 dage,https://www.boligsiden.dk/addresses/0a3f50c6-0e4c-32b8-e044-0003ba298018,288.000,99,878.0,2176
Ingemanns Alle 92,Esbjerg,Ingemanns Alle 92,6700,55.465553,8.477092,5 værelser,Villa,,,D,1398000,Sydjylland,355 dage,https://www.boligsiden.dk/addresses/0a3f50b8-f8ae-32b8-e044-0003ba298018,1.996.000,124,1.949,631
Hvorupgårdvej 46,Nørresundby,Hvorupgårdvej 46,9400,57.115566,9.925035,7 værelser,Villa,,,B,2495000,Nordjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50ca-28e1-32b8-e044-0003ba298018,2.659.000,252,2.549,1318
Silkeborgvej 601,Brabrand,Silkeborgvej 601,8220,56.152145,10.124522,7 værelser,Villa,,,E,6795000,Østjylland,990 dage,https://www.boligsiden.dk/addresses/0a3f50c4-17c5-32b8-e044-0003ba298018,8.729.000,432,4.113,2189
Lillemarken 3,Roskilde,Lillemarken 3,4000,55.642445,11.959057,4 værelser,Villa,,,F,2845000,Østsjælland,48 dage,https://www.boligsiden.dk/addresses/0a3f50ab-aa6b-32b8-e044-0003ba298018,2.122.000,106,2.574,770
Eckersbergsvej 25,Odense M,Eckersbergsvej 25,5230,55.391163,10.415949,5 værelser,Villa,,,E,3195000,Fyn,41 dage,https://www.boligsiden.dk/addresses/0a3f50b3-c592-32b8-e044-0003ba298018,3.075.000,100,2.624,727
Bakkegårds Alle 22,Kolding,Bakkegårds Alle 22,6000,55.52147,9.473228,7 værelser,Villa,,,C,2995000,Sydjylland,9 dage,https://www.boligsiden.dk/addresses/0a3f50bb-dea2-32b8-e044-0003ba298018,2.512.000,168,2.605,1021
Kornvænget 8,Silkeborg,Kornvænget 8,8600,56.185,9.583673,6 værelser,Villa,,,C,2995000,Østjylland,21 dage,https://www.boligsiden.dk/addresses/0a3f50c1-e3b4-32b8-e044-0003ba298018,2.497.000,160,3.626,922
Hyldevang 19,Give,Hyldevang 19,7323,55.841633,9.221301,4 værelser,Villa,,,C,1695000,Sydjylland,34 dage,https://www.boligsiden.dk/addresses/0a3f50bb-0064-32b8-e044-0003ba298018,1.305.000,135,1.394,858
Hyrdedamsvej 7,Brabrand,Hyrdedamsvej 7,8220,56.160004,10.127317,5 værelser,Villa,,,B,4298000,Østjylland,271 dage,https://www.boligsiden.dk/addresses/0a3f50c3-325a-32b8-e044-0003ba298018,3.176.000,126,2.781,1014
A Johnsons Vej 7,Bogø By,A Johnsons Vej 7,4793,54.9166,12.048136,4 værelser,Villa/Fritidsbolig,,,F,1395000,Vest- og Sydsjælland,73 dage,https://www.boligsiden.dk/addresses/0a3f50af-da38-32b8-e044-0003ba298018,1.267.000,135,1.793,1950
Vedbæk Strandvej 510B,Vedbæk,Vedbæk Strandvej 510B,2950,55.862328,12.559394,8 værelser,Villa,,,C,13250000,Nordsjælland,33 dage,https://www.boligsiden.dk/addresses/0a3f50a6-fd65-32b8-e044-0003ba298018,19.475.000,329,13.371,1112
Seest Bakke 30,Kolding,Seest Bakke 30,6000,55.48805,9.456783,5 værelser,Villa,,,D,2195000,Sydjylland,27 dage,https://www.boligsiden.dk/addresses/0a3f50bc-3649-32b8-e044-0003ba298018,1.577.000,136,1.882,401
Bueparken 38,Ballerup,Bueparken 38,2750,55.72052,12.348809,6 værelser,Villa,,,D,4695000,Københavns omegn,6 dage,https://www.boligsiden.dk/addresses/0a3f50a2-f607-32b8-e044-0003ba298018,4.890.000,166,4.263,700
Ørbækvej 3,Brande,Ørbækvej 3,7330,55.94486,9.117261,4 værelser,Villa,,,C,1348000,Vestjylland,245 dage,https://www.boligsiden.dk/addresses/0a3f50bd-2faa-32b8-e044-0003ba298018,1.180.000,100,1.81,1242
Kronhjorten 25,Støvring,Kronhjorten 25,9530,56.89454,9.849391,5 værelser,Villa,,,,3795000,Nordjylland,10 dage,https://www.boligsiden.dk/addresses/89a89a22-0d5b-4292-9cac-bac61c3b0c75,3.576.000,160,2.556,1079
Kirkevangen 17,Fredensborg,Kirkevangen 17,3480,55.96411,12.409638,5 værelser,Villa,,,A2015,6700000,Nordsjælland,50 dage,https://www.boligsiden.dk/addresses/0e21a004-cf2e-4b33-9d1a-e51ad5bfb3ec,7.074.000,175,5.049,884
Hestehavevej 2,Rønde,Hestehavevej 2,8410,56.295612,10.481667,7 værelser,Villa,,,,5495000,Østjylland,137 dage,https://www.boligsiden.dk/addresses/0a3f50c1-9896-32b8-e044-0003ba298018,2.291.000,306,2.412,846
Ramsherred 9,Broager,Ramsherred 9,6310,54.885338,9.674388,6 værelser,Villa,,,D,1195000,Sydjylland,65 dage,https://www.boligsiden.dk/addresses/0a3f50b6-6cfd-32b8-e044-0003ba298018,1.072.000,164,2.334,654
Kvisselvej 86,Frederikshavn,Kvisselvej 86,9900,57.476368,10.424165,4 værelser,Villa,,,C,865000,Nordjylland,Til salg i alt:58dage,https://www.boligsiden.dk/addresses/0a3f50c7-6fef-32b8-e044-0003ba298018,521.000,141,1.186,1195
Pilealle 2,Aabybro,Pilealle 2,9440,57.163013,9.7338705,5 værelser,Villa,,,D,2195000,Nordjylland,182 dage,https://www.boligsiden.dk/addresses/7773e279-bdcb-4ef4-a9da-68bf795bb906,,179,1.847,767
Skodsborgvej 35,Virum,Skodsborgvej 35,2830,55.7986,12.487562,8 værelser,Villa,,,C,9995000,Københavns omegn,72 dage,https://www.boligsiden.dk/addresses/0a3f50a6-65cf-32b8-e044-0003ba298018,,174,8.011,806
Fasanvej 3,Holstebro,Fasanvej 3,7500,56.40278,8.75322,5 værelser,Villa,,,E,1195000,Vestjylland,49 dage,https://www.boligsiden.dk/addresses/0a3f50bd-f9c1-32b8-e044-0003ba298018,1.213.000,124,1.533,1751
Hulvejen 119,Støvring,Hulvejen 119,9530,56.876835,9.817498,5 værelser,Villa,,,C,3795000,Nordjylland,65 dage,https://www.boligsiden.dk/addresses/0a3f50c9-64e2-32b8-e044-0003ba298018,3.440.000,176,2.388,958
Vedbæksalle 64,Horsens,Vedbæksalle 64,8700,55.840702,9.821636,4 værelser,Villa,,,C,1395000,Østjylland,41 dage,https://www.boligsiden.dk/addresses/0a3f50bb-9ddf-32b8-e044-0003ba298018,1.424.000,117,1.779,753
Søndergyden 12,Vamdrup,Søndergyden 12,6580,55.405087,9.381974,3 værelser,Villa,,,F,675000,Sydjylland,71 dage,https://www.boligsiden.dk/addresses/0a3f50bc-93c3-32b8-e044-0003ba298018,637.000,91,1.207,1045
Dalstrøget 19,Langeskov,Dalstrøget 19,5550,55.355614,10.591056,5 værelser,Villa,,,D,2395000,Fyn,14 dage,https://www.boligsiden.dk/addresses/0a3f50b3-031b-32b8-e044-0003ba298018,1.574.000,143,1.917,719
Rosenbakken 3,Grenaa,Rosenbakken 3,8500,56.418858,10.868277,6 værelser,Villa,,,C,1895000,Østjylland,423 dage,https://www.boligsiden.dk/addresses/0a3f50bf-dcf4-32b8-e044-0003ba298018,1.753.000,152,2.1,1512
Færgegaardsvej 58,Vordingborg,Færgegaardsvej 58,4760,54.99936,11.900534,3 værelser,Villa,,,F,995000,Vest- og Sydsjælland,52 dage,https://www.boligsiden.dk/addresses/0a3f50b1-aedf-32b8-e044-0003ba298018,729.000,93,1.101,473
Sogneskellet 36,Hovedgård,Sogneskellet 36,8732,55.94725,9.949019,4 værelser,Villa,,,E,1698000,Østjylland,57 dage,https://www.boligsiden.dk/addresses/0a3f50ba-f336-32b8-e044-0003ba298018,1.533.000,124,1.634,986
Midtkobbel 75,Augustenborg,Midtkobbel 75,6440,54.95262,9.879012,5 værelser,Villa,,,C,2395000,Sydjylland,16 dage,https://www.boligsiden.dk/addresses/0a3f50b6-432c-32b8-e044-0003ba298018,1.650.000,191,1.668,832
Lindskovvej 30,Aalborg,Lindskovvej 30,9000,57.043724,9.86848,4 værelser,Villa,,,D,5650000,Nordjylland,366 dage,https://www.boligsiden.dk/addresses/0a3f50ca-56e7-32b8-e044-0003ba298018,5.558.000,204,4.478,1182
Solsbækvej 56B,Sæby,Solsbækvej 56B,9300,57.32602,10.524779,4 værelser,Villa/Fritidsbolig,,,B,2595000,Nordjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50c9-8fe4-32b8-e044-0003ba298018,2.386.000,128,1.599,802
Veddum Hovedgade 11,Hadsund,Veddum Hovedgade 11,9560,56.775166,10.172888,6 værelser,Villa,,,D,398000,Nordjylland,36 dage,https://www.boligsiden.dk/addresses/0a3f50c7-b6fe-32b8-e044-0003ba298018,504.000,130,1.068,345
Odinsvej 6,Sorø,Odinsvej 6,4180,55.40767,11.562793,5 værelser,Villa,,,,3375000,Vest- og Sydsjælland,45 dage,https://www.boligsiden.dk/addresses/0a3f50ae-e362-32b8-e044-0003ba298018,2.992.000,176,3.153,660
Rosenparken 7,Bramming,Rosenparken 7,6740,55.47673,8.711918,7 værelser,Villa,,,C,2498000,Sydjylland,55 dage,https://www.boligsiden.dk/addresses/0a3f50b8-ad83-32b8-e044-0003ba298018,2.301.000,175,1.831,741
Lærkevej 34,Vig,Lærkevej 34,4560,55.88068,11.538064,6 værelser,Villa/Fritidsbolig,,,D,2295000,Vest- og Sydsjælland,2 dage,https://www.boligsiden.dk/addresses/0a3f50af-3b3f-32b8-e044-0003ba298018,1.837.000,203,2.735,2299
Lynggårdsvej 18,Kalundborg,Lynggårdsvej 18,4400,55.702007,11.035105,6 værelser,Villa,,,C,1695000,Vest- og Sydsjælland,10 dage,https://www.boligsiden.dk/addresses/0a3f50ad-b413-32b8-e044-0003ba298018,1.334.000,144,2.131,733
Kirkegade 53,Ikast,Kirkegade 53,7430,56.132923,9.152179,4 værelser,Villa,,,C,2195000,Vestjylland,16 dage,https://www.boligsiden.dk/addresses/0a3f50be-4b0c-32b8-e044-0003ba298018,1.691.000,139,1.59,550
Kongensgade 13,Hjallerup,Kongensgade 13,9320,57.16453,10.144731,4 værelser,Villa,,,D,1095000,Nordjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50c7-0d88-32b8-e044-0003ba298018,1.315.000,96,1.391,946
Tippethøj 19,Ry,Tippethøj 19,8680,56.08011,9.782797,4 værelser,Villa,,,B,5695000,Østjylland,51 dage,https://www.boligsiden.dk/addresses/0a3f50c1-920a-32b8-e044-0003ba298018,5.020.000,205,3.614,915
Pilevej 9,Klippinge,Pilevej 9,4672,55.360878,12.357475,4 værelser,Villa/Landejendom,,,B,2995000,Vest- og Sydsjælland,2 dage,https://www.boligsiden.dk/addresses/0a3f50b1-55c3-32b8-e044-0003ba298018,1.863.000,175,2.595,18094
Stigårdsvej 8,Solrød Strand,Stigårdsvej 8,2680,55.527157,12.220524,2 værelser,Villa,,,D,6295000,Østsjælland,50 dage,https://www.boligsiden.dk/addresses/0a3f50ac-6a16-32b8-e044-0003ba298018,3.587.000,95,4.254,804
Ørnevej 3,Jyllinge,Ørnevej 3,4040,55.756844,12.110747,4 værelser,Villa,,,F,2495000,Østsjælland,8 dage,https://www.boligsiden.dk/addresses/0a3f50ab-4715-32b8-e044-0003ba298018,2.208.000,110,3.043,802
Ribevej 3,Toftlund,Ribevej 3,6520,55.19169,9.054192,5 værelser,Villa,,,D,875000,Sydjylland,Til salg i alt:296dage,https://www.boligsiden.dk/addresses/0a3f50b7-3506-32b8-e044-0003ba298018,751.000,179,1.366,1349
Riberlundvej 31,Vejle,Riberlundvej 31,7100,55.789783,9.532628,8 værelser,Villa,,,D,2749000,Østjylland,200 dage,https://www.boligsiden.dk/addresses/0a3f50bc-833b-32b8-e044-0003ba298018,3.249.000,420,3.544,4623
Grønkjærsvej 44,Fredericia,Grønkjærsvej 44,7000,55.538742,9.712008,6 værelser,Villa,,,D,2298000,Sydjylland,3 dage,https://www.boligsiden.dk/addresses/0a3f50ba-9d7d-32b8-e044-0003ba298018,1.901.000,148,2.71,746
Århusvej 135,Trustrup,Århusvej 135,8570,56.35159,10.783245,5 værelser,Villa,,,C,695000,Østjylland,41 dage,https://www.boligsiden.dk/addresses/0a3f50bf-e9b7-32b8-e044-0003ba298018,443.000,161,1.178,1033
Støberens Vænge 22B,Hornbæk,Støberens Vænge 22B,3100,56.085114,12.454869,5 værelser,Villa,,,C,6950000,Nordsjælland,59 dage,https://www.boligsiden.dk/addresses/0a3f50a9-8e03-32b8-e044-0003ba298018,5.621.000,215,5.506,800
Skagelfaldsvejen 1,Aakirkeby,Skagelfaldsvejen 1,3720,55.074303,14.907525,5 værelser,Villa,,,D,1098000,Bornholm,Til salg i alt:35dage,https://www.boligsiden.dk/addresses/0a3f50b2-1ddd-32b8-e044-0003ba298018,1.605.000,180,1.817,2879
Grønløkke Allé 44,Tranbjerg J,Grønløkke Allé 44,8310,56.096775,10.124424,7 værelser,Villa,,,C,3799000,Østjylland,329 dage,https://www.boligsiden.dk/addresses/0a3f50c2-f98a-32b8-e044-0003ba298018,4.090.000,151,3.33,806
Høeghsmindevej 13,Gentofte,Høeghsmindevej 13,2820,55.745766,12.555417,7 værelser,Villa,,,C,10650000,Københavns omegn,23 dage,https://www.boligsiden.dk/addresses/0a3f50a3-ce0b-32b8-e044-0003ba298018,10.409.000,151,6.648,653
Hybenvej 4,Børkop,Hybenvej 4,7080,55.637104,9.7380085,7 værelser,Villa,,,D,1995000,Sydjylland,41 dage,https://www.boligsiden.dk/addresses/0a3f50ba-56b1-32b8-e044-0003ba298018,2.026.000,216,2.113,1200
Urnehovedvej 50,Bolderslev,Urnehovedvej 50,6392,54.987396,9.287558,5 værelser,Villa,,,C,1295000,Sydjylland,10 dage,https://www.boligsiden.dk/addresses/0a3f50b7-e923-32b8-e044-0003ba298018,928.000,142,1.348,1315
Steffensvej 9,Stege,Steffensvej 9,4780,54.95854,12.247586,6 værelser,Villa/Fritidsbolig,,,G,1695000,Vest- og Sydsjælland,16 dage,https://www.boligsiden.dk/addresses/0a3f50af-f2ed-32b8-e044-0003ba298018,1.385.000,288,1.84,8759
Strandvangsvej 37,Egå,Strandvangsvej 37,8250,56.22936,10.312274,5 værelser,Villa,,,A2015,7498000,Østjylland,29 dage,https://www.boligsiden.dk/addresses/0a3f50c4-5fee-32b8-e044-0003ba298018,9.018.000,182,5.232,940
Norgesvej 26,Næstved,Norgesvej 26,4700,55.218903,11.761602,6 værelser,Villa,,,D,1995000,Vest- og Sydsjælland,63 dage,https://www.boligsiden.dk/addresses/0a3f50b0-a5a7-32b8-e044-0003ba298018,1.953.000,145,2.265,580
Sellerup Vangvej 30,Børkop,Sellerup Vangvej 30,7080,55.669174,9.662283,4 værelser,Villa,,,G,900000,Sydjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50ba-601e-32b8-e044-0003ba298018,882.000,90,1.559,803
Hoptrup Hovedgade 10,Haderslev,Hoptrup Hovedgade 10,6100,55.18619,9.462227,5 værelser,Villa,,,C,795000,Sydjylland,20 dage,https://www.boligsiden.dk/addresses/0a3f50b6-befc-32b8-e044-0003ba298018,651.000,132,1.308,400
Engerødvej 19,Helsinge,Engerødvej 19,3200,56.02016,12.205549,6 værelser,Villa,,,A2015,5995000,Nordsjælland,72 dage,https://www.boligsiden.dk/addresses/0a3f50a8-f205-32b8-e044-0003ba298018,4.949.000,177,3.423,809
Buen 17,Allinge,Buen 17,3770,55.245007,14.842423,4 værelser,Villa/Fritidsbolig,,,E,1995000,Bornholm,42 dage,https://www.boligsiden.dk/addresses/0a3f50b1-ddc3-32b8-e044-0003ba298018,1.156.000,109,1.466,1081
Rudbæksmøllevej 27,Middelfart,Rudbæksmøllevej 27,5500,55.53078,9.776219,3 værelser,Villa,,,C,1295000,Fyn,20 dage,https://www.boligsiden.dk/addresses/0a3f50b3-3046-32b8-e044-0003ba298018,1.304.000,88,1.588,845
Glimvej 28,Roskilde,Glimvej 28,4000,55.609436,12.026003,10 værelser,Landejendom/Villa,,,B,11900000,Østsjælland,28 dage,https://www.boligsiden.dk/addresses/0a3f50ab-a5ec-32b8-e044-0003ba298018,9.980.000,499,10.353,39983
Siriusvej 4,Frederikshavn,Siriusvej 4,9900,57.42827,10.480935,5 værelser,Villa,,,D,1875000,Nordjylland,49 dage,https://www.boligsiden.dk/addresses/0a3f50c7-869f-32b8-e044-0003ba298018,1.934.000,189,2.029,886
Højervej 21,Silkeborg,Højervej 21,8600,56.17582,9.507983,5 værelser,Villa,,,D,2595000,Østjylland,8 dage,https://www.boligsiden.dk/addresses/0a3f50c1-dbf7-32b8-e044-0003ba298018,2.697.000,150,2.845,943
Gjessøparken 31,Silkeborg,Gjessøparken 31,8600,56.114025,9.493562,4 værelser,Villa,,,D,2295000,Østjylland,71 dage,https://www.boligsiden.dk/addresses/0a3f50c2-5910-32b8-e044-0003ba298018,2.032.000,138,2.689,1806
Bøgebakken 1,Lynge,Bøgebakken 1,3540,55.84047,12.265242,4 værelser,Villa,,,D,3795000,Nordsjælland,20 dage,https://www.boligsiden.dk/addresses/0a3f50a7-b660-32b8-e044-0003ba298018,3.127.000,120,3.61,833
Skolevej 1,Viborg,Skolevej 1,8800,56.448364,9.43811,3 værelser,Villa,,,C,4995000,Vestjylland,352 dage,https://www.boligsiden.dk/addresses/0a3f50c6-9595-32b8-e044-0003ba298018,,199,2.199,985
Lindevej 9,Jyllinge,Lindevej 9,4040,55.767044,12.113595,5 værelser,Villa,,,C,3749000,Østsjælland,72 dage,https://www.boligsiden.dk/addresses/0a3f50ab-3b9c-32b8-e044-0003ba298018,3.253.000,136,3.191,1025
Degnevænget 10,Tjele,Degnevænget 10,8830,56.486996,9.627958,4 værelser,Villa,,,C,1050000,Vestjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50c6-3f5d-32b8-e044-0003ba298018,962.000,120,1.341,948
Fyrreparken 27,Allingåbro,Fyrreparken 27,8961,56.46379,10.344697,4 værelser,Villa,,,E,450000,Østjylland,49 dage,https://www.boligsiden.dk/addresses/0a3f50c1-6f65-32b8-e044-0003ba298018,780.000,99,1.137,780
Amalievej 5,Slangerup,Amalievej 5,3550,55.850792,12.1778755,5 værelser,Villa,,,C,3150000,Nordsjælland,63 dage,https://www.boligsiden.dk/addresses/0a3f50aa-8898-32b8-e044-0003ba298018,2.973.000,170,3.44,842
Englandsvej 266,Kastrup,Englandsvej 266,2770,55.63482,12.600378,4 værelser,Villa,,,D,4500000,Byen København,36 dage,https://www.boligsiden.dk/addresses/0a3f50a7-38f4-32b8-e044-0003ba298018,5.249.000,85,5.025,847
Nellikeløkken 16,Rønne,Nellikeløkken 16,3700,55.08665,14.716922,5 værelser,Villa,,,D,1800000,Bornholm,71 dage,https://www.boligsiden.dk/addresses/0a3f50b2-0a8b-32b8-e044-0003ba298018,1.947.000,134,2.51,1049
Sleldeparken 34,Vejle,Sleldeparken 34,7100,55.710423,9.45258,4 værelser,Villa,,,C,2200000,Sydjylland,36 dage,https://www.boligsiden.dk/addresses/0a3f50bc-f476-32b8-e044-0003ba298018,1.631.000,123,2.129,710
Sydkrogen 12,Kvistgård,Sydkrogen 12,3490,55.991184,12.490464,4 værelser,Villa,,,B,2995000,Nordsjælland,31 dage,https://www.boligsiden.dk/addresses/0a3f50a9-905c-32b8-e044-0003ba298018,3.028.000,113,3.543,725
Plantagevej 3,Hobro,Plantagevej 3,9500,56.65121,9.747536,5 værelser,Villa,,,D,1295000,Nordjylland,64 dage,https://www.boligsiden.dk/addresses/0a3f50c8-69c5-32b8-e044-0003ba298018,1.020.000,148,1.468,735
Åsumvej 235,Odense NØ,Åsumvej 235,5240,55.401413,10.441301,4 værelser,Villa,,,E,1595000,Fyn,2 dage,https://www.boligsiden.dk/addresses/0a3f50b3-831a-32b8-e044-0003ba298018,1.406.000,110,1.539,733
Hjortevej 53,Aalborg SV,Hjortevej 53,9200,56.999012,9.87834,6 værelser,Villa,,,C,2795000,Nordjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50ca-22ea-32b8-e044-0003ba298018,2.671.000,156,2.433,811
Nordgårdsvej 12,Faxe,Nordgårdsvej 12,4640,55.26883,12.109043,3 værelser,Villa,,,D,1100000,Vest- og Sydsjælland,9 dage,https://www.boligsiden.dk/addresses/0a3f50af-7b2c-32b8-e044-0003ba298018,961.000,80,1.441,1010
Svenstruphøj 13,Svenstrup J,Svenstruphøj 13,9230,56.964943,9.84244,5 værelser,Villa,,,C,4395000,Nordjylland,Til salg i alt:20dage,https://www.boligsiden.dk/addresses/3e7c85ea-de7b-3e52-e044-0003ba298018,4.125.000,161,4.834,814
Brundby Hovedgade 57,Samsø,Brundby Hovedgade 57,8305,55.814007,10.604507,7 værelser,Villa/Fritidsbolig,,,C,1695000,Østjylland,52 dage,https://www.boligsiden.dk/addresses/0a3f50c1-a574-32b8-e044-0003ba298018,,183,1.661,818
Rosengade 20,Vejen,Rosengade 20,6600,55.47829,9.143229,5 værelser,Villa,,,C,2645000,Sydjylland,16 dage,https://www.boligsiden.dk/addresses/0a3f50ba-1d77-32b8-e044-0003ba298018,1.276.000,205,1.849,700
Livadiavej 48,Hvide Sande,Livadiavej 48,6960,56.01397,8.119439,6 værelser,Villa/Fritidsbolig,,,C,1548000,Vestjylland,21 dage,https://www.boligsiden.dk/addresses/0a3f50bd-d9cd-32b8-e044-0003ba298018,1.205.000,154,1.595,655
Montebello Alle 16A,Helsingør,Montebello Alle 16A,3000,56.029682,12.590643,3 værelser,Villa,,,D,3295000,Nordsjælland,48 dage,https://www.boligsiden.dk/addresses/0a3f50a9-606c-32b8-e044-0003ba298018,3.786.000,103,3.783,555
Lynggårdsbakken 21,Kalundborg,Lynggårdsbakken 21,4400,55.703045,11.037665,5 værelser,Villa,,,C,1795000,Vest- og Sydsjælland,Til salg i alt:8dage,https://www.boligsiden.dk/addresses/0a3f50ad-b3f0-32b8-e044-0003ba298018,1.153.000,122,1.715,930
Storebjerg 21,Greve,Storebjerg 21,2670,55.60137,12.314703,5 værelser,Villa,,,E,3850000,Østsjælland,64 dage,https://www.boligsiden.dk/addresses/0a3f50ab-1e13-32b8-e044-0003ba298018,4.637.000,175,3.623,750
Enghave 30,Rungsted Kyst,Enghave 30,2960,55.886913,12.530551,5 værelser,Villa,,,C,11495000,Nordsjælland,397 dage,https://www.boligsiden.dk/addresses/0a3f50aa-0924-32b8-e044-0003ba298018,10.698.000,205,8.333,1183
Østergårdsvej 4,Børkop,Østergårdsvej 4,7080,55.66153,9.67611,4 værelser,Villa,,,G,995000,Sydjylland,27 dage,https://www.boligsiden.dk/addresses/0a3f50ba-65cb-32b8-e044-0003ba298018,1.078.000,140,1.433,720
Vestergade 19,Vissenbjerg,Vestergade 19,5492,55.38625,10.127668,6 værelser,Villa,,,C,1995000,Fyn,71 dage,https://www.boligsiden.dk/addresses/0a3f50b6-08d5-32b8-e044-0003ba298018,1.731.000,155,2.112,915
Strandvænget 6,Dragør,Strandvænget 6,2791,55.584553,12.645082,4 værelser,Villa,,,B,6195000,Byen København,201 dage,https://www.boligsiden.dk/addresses/0a3f50a3-94b4-32b8-e044-0003ba298018,6.620.000,155,5.035,716
Askevænget 12,Ringe,Askevænget 12,5750,55.20295,10.416922,4 værelser,Villa,,,C,1295000,Fyn,254 dage,https://www.boligsiden.dk/addresses/0a3f50b5-29be-32b8-e044-0003ba298018,1.198.000,140,1.304,906
Ordruphøjvej 37,Charlottenlund,Ordruphøjvej 37,2920,55.764194,12.570168,4 værelser,Villa,,,C,13995000,Københavns omegn,456 dage,https://www.boligsiden.dk/addresses/0a3f50a3-eab2-32b8-e044-0003ba298018,13.561.000,201,9.935,810
Kornbakke Allé 76,Aarhus N,Kornbakke Allé 76,8200,56.18203,10.204537,4 værelser,Villa,,,E,4998000,Østjylland,9 dage,https://www.boligsiden.dk/addresses/76d11a0f-f475-6818-e044-00144f3ead67,4.817.000,109,3.71,622
